TU,SA,SP,Risque déforestation
41.9070633,80014.84375,1252.073933855796,1
24.259109600000002,64183.41666666666,15.387235631709375,0
46.9000691310168,88249.0,12.339202374135931,0
12.406071,209091.7991071429,1397.2191521341063,1
16.9675652,209091.7991071429,1397.2191521341063,1
22.0177913,209778.5,0.7440928100585937,0
15.745630499999999,209091.7991071429,1397.2191521341063,1
13.931209099999998,209091.7991071429,1397.2191521341063,1
17.001847,167998.0,4866.183763649708,1
17.4957108,209091.7991071429,1397.2191521341063,1
36.1,40396.32638888888,0.9519317698759192,0
15.9469893,209091.7991071429,1397.2191521341063,1
36.6230148,54954.6875,1.5513761108398436,0
46.5782065,80014.84375,1252.073933855796,1
43.5660044,62238.5,543.8673049800377,1
20.49998077325689,117511.2,2101.9971947693625,1
21.2467174,210774.15625,0.29779504734039297,0
42.5688854,80014.84375,1252.073933855796,1
9.541806300000001,200865.975,2787.583503412451,1
7.512469900000001,200865.975,2787.583503412451,1
21.847519100000003,210774.15625,0.29779504734039297,0
26.7998979603669,38501.05,914.1455190907677,1
33.449415,80014.84375,1252.073933855796,1
25.6073242710826,132130.0,3762.711863448496,1
47.15841760000001,94542.0,733.1099102391144,1
22.0619008,64183.41666666666,15.387235631709375,0
23.599992753969307,50884.0,0.2562989096069336,0
10.2376009,200865.975,2787.583503412451,1
16.9,225082.3571428572,1736.9168932575753,1
19.4688539,210774.15625,0.29779504734039297,0
8.8933011,200865.975,2787.583503412451,1
13.851808300000002,50297.0,0.07452205810546875,0
16.1999613695955,193639.0,0.18612117401123046,0
26.4546983,80014.84375,1252.073933855796,1
27.0002075515092,40334.8,621.339393050274,1
36.0029378,64183.41666666666,15.387235631709375,0
35.49393170000001,80014.84375,1252.073933855796,1
21.6396635,64183.41666666666,15.387235631709375,0
29.7069019,80014.84375,1252.073933855796,1
26.4445214,64183.41666666666,15.387235631709375,0
17.659254100000005,209091.7991071429,1397.2191521341063,1
47.16,74597.0,570.4027091909602,1
22.39986533371989,180485.2,1253.3722567749244,1
14.161203400000002,200865.975,2787.583503412451,1
45.331495298929994,79382.88888888889,66.73092523193357,0
16.0185114076884,213340.5,0.14897252197265626,0
30.319563,64183.41666666666,15.387235631709375,0
43.232351799999996,80014.84375,1252.073933855796,1
41.2466575,80014.84375,1252.073933855796,1
13.6394731,200865.975,2787.583503412451,1
45.2386139,80014.84375,1252.073933855796,1
14.660337900000002,209091.7991071429,1397.2191521341063,1
36.9259064,80014.84375,1252.073933855796,1
48.6999630312092,100766.0,11.297380389404294,0
13.40306,209091.7991071429,1397.2191521341063,1
15.46,244017.5,0.18612117401123046,0
13.9499481,54532.0,0.594959619140625,0
36.11837979999999,44087.0,1.2568655395507813,0
21.375726999999998,210774.15625,0.29779504734039297,0
21.399860817815302,155244.2,828.368473271819,1
14.511521400000001,209091.7991071429,1397.2191521341063,1
27.9000228471871,260263.0,777.9380338809033,1
10.4193984,200865.975,2787.583503412451,1
9.051173599999998,200865.975,2787.583503412451,1
22.9312526,64183.41666666666,15.387235631709375,0
21.951119199999997,210774.15625,0.29779504734039297,0
10.5889706,200865.975,2787.583503412451,1
44.57112460000001,80014.84375,1252.073933855796,1
27.4040175,64183.41666666666,15.387235631709375,0
43.907114299999996,80014.84375,1252.073933855796,1
15.629335099999999,164552.5,0.0745184326171875,0
27.104258899999998,64183.41666666666,15.387235631709375,0
28.580677,80014.84375,1252.073933855796,1
8.738182199999999,200865.975,2787.583503412451,1
24.4000742029133,53293.0,0.2562989096069336,0
25.9996674171101,46278.023684210515,1065.0223622723272,1
7.6590547,200865.975,2787.583503412451,1
25.48479,64183.41666666666,15.387235631709375,0
21.882577899999998,210774.15625,0.29779504734039297,0
17.2,209091.7991071429,1397.2191521341063,1
13.1330645,200102.0,2723.797541189394,1
16.7615647,209091.7991071429,1397.2191521341063,1
43.6,69308.0,0.9599528381347656,0
12.648140699999999,209091.7991071429,1397.2191521341063,1
21.161143799999998,210774.15625,0.29779504734039297,0
25.199967632648892,76707.0,0.2562989096069336,0
21.0334293,210774.15625,0.29779504734039297,0
9.711191,200865.975,2787.583503412451,1
15.568245999999998,180565.0,3159.3229203957612,1
15.585838800000001,209091.7991071429,1397.2191521341063,1
27.399991732006804,240383.0,633.7212176182403,1
7.9608606,200865.975,2787.583503412451,1
27.0000028418214,236782.0,485.986165373248,1
13.2,159499.0,1025.0904789796111,1
27.497148699999997,80014.84375,1252.073933855796,1
29.97455260000001,64183.41666666666,15.387235631709375,0
34.798905299999994,80014.84375,1252.073933855796,1
21.332637,210774.15625,0.29779504734039297,0
21.50552,210774.15625,0.29779504734039297,0
31.5226663,80014.84375,1252.073933855796,1
12.6778231,134170.0,1363.6360786651253,1
13.0558765,133200.0,6708.690271265011,1
13.1152446,184981.0,12172.031824422937,1
47.5000813808706,94024.0,12.339202374135931,0
7.8084997000000005,200865.975,2787.583503412451,1
9.2118487,200865.975,2787.583503412451,1
16.3927387,14960.55,402.7253219940544,1
48.100022791006495,90031.0,9.677452490234378,0
21.626707999999997,210774.15625,0.29779504734039297,0
19.096244199999997,210774.15625,0.29779504734039297,0
15.2121,155376.5,0.5952291015625,0
25.80076660000001,64183.41666666666,15.387235631709375,0
13.3384235,172660.0,6579.936520091598,1
24.8643985,64183.41666666666,15.387235631709375,0
22.492376999999998,64183.41666666666,15.387235631709375,0
21.075914899999997,210774.15625,0.29779504734039297,0
36.779759399999996,64183.41666666666,15.387235631709375,0
36.3710461,54725.6875,0.8129350891113281,0
22.900000684317497,35600.0,0.9669041809082032,0
15.4575855,184438.5,0.14905218505859374,0
21.418904100000002,210774.15625,0.29779504734039297,0
47.2501378,80014.84375,1252.073933855796,1
21.462168300000002,210774.15625,0.29779504734039297,0
13.885446900000002,61397.0,0.2562989096069336,0
43.59649870000001,52548.0,0.14764915771484374,0
21.36,166976.0,2053.1394413252256,1
16.917891100000002,54778.0,0.2562989096069336,0
26.9708875,80014.84375,1252.073933855796,1
18.730765899999998,210774.15625,0.29779504734039297,0
13.8657859,48082.0,0.148927197265625,0
23.378691699999997,64183.41666666666,15.387235631709375,0
20.9999421210167,200636.0,672.3000494181321,1
13.302544400000002,200865.975,2787.583503412451,1
38.3348218,80014.84375,1252.073933855796,1
31.0168813,64183.41666666666,15.387235631709375,0
10.059034500000001,200865.975,2787.583503412451,1
8.4360141,200865.975,2787.583503412451,1
26.499787306703702,24776.55,858.9223956570737,1
37.6638033,80014.84375,1252.073933855796,1
46.8998916932864,78563.0,1926.6895173623925,1
20.2360263,210774.15625,0.29779504734039297,0
12.8949336,209091.7991071429,1397.2191521341063,1
15.4276276,209091.7991071429,1397.2191521341063,1
26.4999919435993,130886.0,1018.1785473178039,1
21.899902517523604,175018.2,2243.437945935564,1
24.559889399999996,64183.41666666666,15.387235631709375,0
21.2934569869822,50429.0,2.8218239562988283,0
35.625074700000006,64183.41666666666,15.387235631709375,0
23.6685555,64183.41666666666,15.387235631709375,0
17.823518399999994,176204.35714285716,1568.3018579327988,1
34.1174885,80014.84375,1252.073933855796,1
16.0999891814644,204308.5,0.22353839111328125,0
36.3877175,64183.41666666666,15.387235631709375,0
36.675365,43438.75,0.0738189697265625,0
21.1184864,210774.15625,0.29779504734039297,0
15.400453899999999,164144.5,0.18612117401123046,0
25.899959710977697,65406.0,0.2562989096069336,0
20.630875600000003,210774.15625,0.29779504734039297,0
14.2184049,209091.7991071429,1397.2191521341063,1
12.973231599999998,200865.975,2787.583503412451,1
13.905369,49268.0,0.2562989096069336,0
32.1522576,80014.84375,1252.073933855796,1
21.3562468,208199.6,3831.870829868953,1
26.1206609,64183.41666666666,15.387235631709375,0
28.3999051903123,398980.0,392.21213284921686,1
17.1760974,209091.7991071429,1397.2191521341063,1
14.3351574,200865.975,2787.583503412451,1
16.3524055,209091.7991071429,1397.2191521341063,1
36.5467567,43840.63888888888,2.439450360107422,0
29.13834880000001,80014.84375,1252.073933855796,1
21.2896338,210774.15625,0.29779504734039297,0
46.399971728451796,37082.0,2988.9948972313787,1
25.1726831,64183.41666666666,15.387235631709375,0
12.8107939,200865.975,2787.583503412451,1
26.7723974,64183.41666666666,15.387235631709375,0
45.9076774,80014.84375,1252.073933855796,1
15.57,121990.0,3238.716997200969,1
